SMILES,mol_repr,pair_repr
CC1=C(C(=O)OC2CCCC2)[C@H](c2ccccc2OC(C)C)C2=C(O)CC(C)(C)CC2=[N+]1,"[-0.3213   -0.5977    0.196    -0.3037    0.8257   -2.111     0.4824
  1.116    -0.5146    0.942     0.6772    1.52      0.1088   -1.26
 -2.537    -0.3633   -1.36     -0.619     1.029    -1.694     0.2554
 -0.1349   -0.551     1.249    -0.2266   -0.61      1.395    -1.143
 -0.26     -0.689     0.336    -0.539    -0.1534   -1.47      0.4211
  1.029     0.6377   -1.389     0.7935   -0.761     0.9067   -0.2001
  0.06082   0.05692   1.653     0.06494   2.406     1.45     -0.341
 -0.1564   -1.313    -0.3691   -0.854    -1.192     1.676     1.084
  1.767    -0.81     -0.93     -0.6016   -0.8223    0.06506  -0.7866
 -1.163     1.096    -1.903     0.706    -0.688    -0.7534    0.4583
  1.009     0.9663    1.464    -0.1818    1.095    -0.2402   -0.985
 -0.3164   -0.2172   -0.6187    1.277     0.009995 -0.499    -1.149
  0.1009    0.12134   0.176    -0.0349   -0.1298    1.836     0.1945
  0.0402   -0.14     -0.775    -1.086    -0.309    -0.1014   -0.1533
  1.053    -1.498    -1.115    -0.1412   -0.9473   -0.1251    0.2866
 -0.1411   -0.22      1.164     2.908    -0.462    -2.14      0.63
  0.5015    0.615     0.5205    0.374     1.429     0.9556    1.207
  0.2874   -1.317     2.27     -0.494     1.012     1.599    -0.598
  1.493    -0.865    -0.1054   -0.363     0.3333    0.4233   -1.21
 -0.3755    0.7095    1.717     0.7544    1.225    -0.8115    0.7144
  0.03696  -0.379     0.5615   -0.199    -0.5083   -0.167     0.7036
 -0.2401   -1.186    -0.916    -0.656     0.01199  -2.723    -0.05634
  1.298     0.996     0.3237   -0.743     1.735    -0.1105    2.24
 -1.04     -1.154     1.169    -0.6694    1.122    -0.1242    0.256
 -0.3325    0.2148   -0.287    -1.056    -1.253    -0.9897    0.75
 -0.413     1.254     0.2754    0.4314    0.674     2.13      0.013214
 -2.738    -0.03223  -2.084     2.666     1.157     0.475    -0.31
 -0.06024  -1.275    -0.5215    1.745     0.1777   -0.528    -0.1543
  0.1553    0.0936   -0.4307   -0.0574    1.532     0.694     0.5767
  1.057     1.513    -0.4258    1.233     0.637    -0.6714    1.066
 -0.3232    0.2133    0.388     0.3894   -0.549    -1.271    -0.2817
  0.734     0.5386    0.4094    0.3877    0.5405    0.05206  -0.347
  0.3215   -1.07     -0.1731    0.2612   -0.234    -0.807     0.738
 -1.259     0.1902   -0.03287   0.10803  -1.016    -0.6816   -0.893
 -0.943    -1.04      1.482     0.008766 -0.4265    2.06      0.306
  1.598     0.64      2.504    -0.6665   -0.1971    0.199     2.928
  1.554     0.03198  -1.407     1.695    -0.3442    1.144    -1.617
  1.186    -0.9663   -0.7915    0.5903    0.992    -1.04     -0.418
 -0.2367    2.123    -2.26     -0.6807   -1.183     0.399    -0.637
  0.3877   -0.3904    0.543    -1.175     0.515     0.4758    2.68
 -1.189    -0.4775   -0.2634   -0.01581  -1.718     0.4438    0.05435
  0.6284    0.657    -3.51     -0.863    -0.6655    0.213     0.0604
  0.7617    0.8555   -2.012     0.4062    0.17     -0.082     0.1542
 -0.5933   -0.0829   -0.1823   -0.8643    0.2352    0.929     0.591
 -2.459     0.6846    1.557     0.9233    0.2068    0.6885   -1.261
 -0.8086    1.149     0.7007    0.7637    3.201    -0.10565  -1.08
  1.007    -0.1978   -0.9453    1.277     0.637     0.7266   -0.162
  1.683    -0.0864    2.01     -0.1257   -0.2133   -0.7485    0.4895
 -1.243    -0.12354   1.616     1.684     0.3489    0.5693    0.3457
 -0.5415    0.855    -0.6245    1.027    -0.089    -0.7217   -0.368
  0.2119   -0.2068   -0.0699    0.893     0.1652   -2.18      1.524
 -1.194    -0.56     -0.538    -0.5425    0.667    -0.4424    0.5425
 -1.197    -0.2883    1.209    -2.455     0.4297   -0.6353   -0.04645
 -0.05518   0.8667   -1.453     0.2578   -1.143     0.0884   -1.432
  0.4417   -0.2637    0.04617  -0.4143   -1.346     0.2474    0.983
 -0.834    -1.304    -1.459    -1.248    -0.1832    0.06836   0.03256
 -0.1807   -1.599    -0.0945   -1.87     -0.77      0.359     1.588
  0.2847    0.491    -2.885    -0.494     0.9165    0.895     0.77
  0.1458   -0.4023    0.5273   -1.422    -1.004     0.714    -0.2593
  0.3228    0.5083    0.7534   -1.452    -0.977    -2.312    -0.01918
 -0.3308    0.3154   -1.074    -0.6187    1.144     1.232     0.2864
  0.857     0.1329   -0.1526    0.9023   -0.951     0.896     0.4124
  0.6196    1.293    -0.716    -2.125    -1.403     0.7      -0.10913
 -0.1163    1.745    -1.363     0.2683   -0.6045   -0.761    -0.9033
 -1.648     1.256    -0.2235   -0.623    -0.9116    0.07996  -0.1929
  1.264    -0.393    -0.1953   -0.4622    0.4875   -0.6597    0.8193
 -1.075    -1.61     -0.598    -0.05408  -0.006664  1.087    -0.3645
  2.303    -1.109     0.7104   -0.8154   -1.949     0.4895   -0.3826
  1.346     0.493     0.2028    0.82      0.6123    1.427     0.4202
  0.553     2.936    -0.1614   -1.613    -0.05365  -2.975     0.8257
 -0.663     0.11523   0.3704   -2.19     -1.666     0.4358   -0.7314
  0.2269   -0.536    -0.436    -0.02542  -0.1168    1.144    -0.07996
  0.4622   -2.938     1.164     0.1203   -0.284     2.432     0.6323
 -2.145   ]","[[[  1.552    3.688    6.67   ...  -0.4956  -0.624  -10.49  ]
  [  0.333    3.01    -0.6973 ...   2.82    -0.808   -1.956 ]
  [  1.259    4.047    3.568  ...   3.059    1.439   -6.21  ]
  ...
  [  1.668    3.922    3.027  ...   3.623    1.293   -5.1   ]
  [  2.629   -2.105    1.734  ...  -0.2181   0.278   -3.094 ]
  [  4.133   -1.136    6.086  ...  -4.965   -9.14   -12.43  ]]

 [[  2.56     3.957    4.906  ...   0.1079  -2.47   -10.58  ]
  [  3.066   -1.502    5.496  ...  -4.59   -10.44   -12.414 ]
  [  3.367   -5.848    4.61   ...  -6.582   -4.344  -15.95  ]
  ...
  [  1.933   -0.4482   4.07   ...   2.602    0.4844  -6.117 ]
  [ -2.258    4.934    4.992  ...  -0.5586  -3.559  -13.    ]
  [  2.697    0.6943   4.21   ...   1.883   -8.06   -13.03  ]]

 [[  2.004   -1.647    5.656  ...  -4.668   -5.746  -12.31  ]
  [  2.713   -7.188    4.43   ...  -6.57    -4.562  -16.17  ]
  [  3.805   -1.701    5.547  ...  -4.36    -9.68   -13.266 ]
  ...
  [  1.3      3.72     6.336  ...  -5.65    -3.51   -14.44  ]
  [ -1.347    3.383    4.1    ...  -0.3882  -1.078  -10.54  ]
  [  1.937    1.775    5.625  ...   2.41    -6.55   -13.19  ]]

 ...

 [[  1.407   -1.846    6.1    ...  -3.236   -5.227  -10.97  ]
  [  1.375   -1.554    3.363  ...   3.479    0.328   -6.297 ]
  [  1.444    3.76     5.617  ...  -5.324   -2.877  -14.7   ]
  ...
  [  4.14    -2.705    5.918  ...  -4.46    -9.89   -12.94  ]
  [ -1.685    2.967    5.156  ...  -0.2905  -0.857  -10.47  ]
  [  1.49    -0.104    6.21   ...   3.182   -6.652  -12.336 ]]

 [[  1.677    3.633    5.047  ...   1.633    0.3474  -9.87  ]
  [  1.026    3.799    4.07   ...   1.593    1.86    -7.926 ]
  [  0.3853  -0.3271   4.312  ...   0.841   -8.61   -12.46  ]
  ...
  [  0.7935  -0.4358   5.086  ...  -1.598   -7.523  -11.78  ]
  [  3.422   -2.188    3.719  ...  -6.176   -7.848  -15.08  ]
  [  1.127    2.96     5.     ...   1.72     2.713  -10.625 ]]

 [[  4.29     4.555   -0.9497 ... -12.28    -7.88   -19.66  ]
  [  0.236    2.225   -1.549  ...   2.654   -1.987   -1.255 ]
  [  1.139    4.047    2.797  ...   3.379    1.191   -5.29  ]
  ...
  [  1.183    3.889    1.707  ...   3.848    1.012   -4.207 ]
  [  2.002    2.553   -0.6035 ...   3.787    0.1268  -2.09  ]
  [  4.406   -1.945    6.01   ...  -5.92    -9.3    -13.15  ]]]"
